"","Outcome","mean","LL","UL","se","LL2","UL2","cat","catvar"
"65","Food_cost",1519079797.67611,1471931308.64222,1566228286.70999,74773395.6207156,1372523942.25951,1665635653.09271,1,"Race"
"66","Food_cost_disc",1433919696.10581,1389730812.36446,1478108579.84716,70045020.6423677,1296631455.64677,1571207936.56485,1,"Race"
"67","Prod_cost_disc",-25342716.8320927,-25823558.9754084,-24861874.688777,42931165.5851512,-109487801.378989,58802367.7148035,1,"Race"
"68","Admin_costs",307052991.644129,298326093.224383,315779890.063874,13791265.813521,280022110.649628,334083872.63863,1,"Race"
"69","Total_cost_health",1275673761.97073,1157399683.6261,1393947840.31535,295335919.659796,696815359.437525,1854532164.50393,1,"Race"
"70","Total_cost_societ",1250331045.13863,1131576124.65069,1369085965.62658,327015621.171251,609380427.64298,1891281662.63429,1,"Race"
"71","SEQN",0,0,0,0,0,0,3,"Race"
"72","Incident First CVD",0,0,0,0,0,0,3,"Race"
"73","Incident Recurrent CVD",0,0,0,0,0,0,3,"Race"
"74","Incident CVD",0,0,0,0,0,0,3,"Race"
"75","Life Years",0,0,0,0,0,0,3,"Race"
"76","effect_disc",0,0,0,0,0,0,3,"Race"
"77","HCE_disc",-42940195.118656,-52482184.437449,-33398205.7998631,20885381.4440183,-83875542.7489319,-2004847.48838019,3,"Race"
"78","Prod_cost",0,0,0,0,0,0,3,"Race"
"79","Food_cost",243827921.362492,237447149.744617,250208692.980366,10002777.2851079,224222477.88368,263433364.841303,3,"Race"
"80","Food_cost_disc",230048922.358735,224045196.378338,236052648.339132,9409672.99712463,211605963.284371,248491881.433099,3,"Race"
"81","Prod_cost_disc",0,0,0,0,0,0,3,"Race"
"82","Admin_costs",49092543.2740663,47831414.942188,50353671.6059446,1974321.47421319,45222873.1846084,52962213.3635241,3,"Race"
"83","Total_cost_health",236201270.514145,219394426.883077,253008114.145213,30063968.3751396,177275892.498872,295126648.529419,3,"Race"
"84","Total_cost_societ",236201270.514145,219394426.883077,253008114.145213,30063968.3751396,177275892.498872,295126648.529419,3,"Race"
"85","SEQN",0,0,0,0,0,0,4,"Race"
"86","Incident First CVD",0,0,0,0,0,0,4,"Race"
"87","Incident Recurrent CVD",0,0,0,0,0,0,4,"Race"
"88","Incident CVD",0,0,0,0,0,0,4,"Race"
"89","Life Years",0,0,0,0,0,0,4,"Race"
"90","effect_disc",0,0,0,0,0,0,4,"Race"
"91","HCE_disc",-13681611.2691988,-13984151.714922,-13379070.8234755,5922037.6765427,-25288805.1152225,-2074417.42317507,4,"Race"
"92","Prod_cost",0,0,0,0,0,0,4,"Race"
"93","Food_cost",173068689.381982,168072708.71987,178064670.044094,7953844.06093476,157479155.022549,188658223.741414,4,"Race"
"94","Food_cost_disc",163316582.210077,158641441.559862,167991722.860291,7438596.54112447,148736932.989473,177896231.430681,4,"Race"
"95","Prod_cost_disc",0,0,0,0,0,0,4,"Race"
"96","Admin_costs",34867655.3798517,33899295.1985085,35836015.561195,1537492.4975108,31854170.0847306,37881140.6749729,4,"Race"
"97","Total_cost_health",184502626.32073,179161665.934895,189843586.706564,10374142.03641,164169307.929366,204835944.712093,4,"Race"
"98","Total_cost_societ",184502626.32073,179161665.934895,189843586.706564,10374142.03641,164169307.929366,204835944.712093,4,"Race"
"99","SEQN",0,0,0,0,0,0,2,"Race"
"100","Incident First CVD",0,0,0,0,0,0,2,"Race"
"101","Incident Recurrent CVD",0,0,0,0,0,0,2,"Race"
"102","Incident CVD",0,0,0,0,0,0,2,"Race"
"103","Life Years",2142.2974986,1851.55712379,2433.03787341,2332.91963610888,-2430.2249881734,6714.8199853734,2,"Race"
"104","effect_disc",1655.76133753061,1434.13051005605,1877.39216500517,1801.68940386922,-1875.54989405306,5187.07256911429,2,"Race"
"105","HCE_disc",-8578634.92336007,-22415397.2900462,5258127.44332606,26388074.6905067,-60299261.3167532,43141991.470033,2,"Race"
"106","Prod_cost",0,0,0,0,0,0,2,"Race"
"107","Food_cost",230371327.438449,222090428.32104,238652226.555858,13807423.5621365,203308777.256661,257433877.620236,2,"Race"
"108","Food_cost_disc",217471904.349864,209715330.021914,225228478.677814,12902829.7093343,192182358.119568,242761450.580159,2,"Race"
"109","Prod_cost_disc",0,0,0,0,0,0,2,"Race"
"110","Admin_costs",46548569.362479,44986792.1264085,48110346.5985495,2561219.39588441,41528579.3465456,51568559.3784124,2,"Race"
"111","Total_cost_health",255441838.788983,232286724.858276,278596952.719689,39208769.767962,178592650.043777,332291027.534188,2,"Race"
"112","Total_cost_societ",255441838.788983,232286724.858276,278596952.719689,39208769.767962,178592650.043777,332291027.534188,2,"Race"
"113","SEQN",0,0,0,0,0,0,3,"pir_cat"
"114","Incident First CVD",0,0,0,0,0,0,3,"pir_cat"
"115","Incident Recurrent CVD",0,0,0,0,0,0,3,"pir_cat"
"116","Incident CVD",0,0,0,0,0,0,3,"pir_cat"
"117","Life Years",0,0,0,0,0,0,3,"pir_cat"
"118","effect_disc",636.616416226484,-287.0520224469,1560.28485489987,1839.23739819109,-2968.28888422805,4241.52171668102,3,"pir_cat"
"119","HCE_disc",-172741121.451177,-317972107.069217,-27510135.833138,294331383.115582,-749630632.357718,404148389.455363,3,"pir_cat"
"120","Prod_cost",-1642630.07969506,-18899710.346269,15614450.1868789,32243386.9408796,-64839668.483819,61554408.3244289,3,"pir_cat"
"121","Food_cost",850853739.269584,820545212.494988,881162266.044181,49334200.6867754,754158705.923505,947548772.615664,3,"pir_cat"
"122","Food_cost_disc",803106293.892978,774546770.136281,831665817.649674,46406985.6241863,712148602.069573,894063985.716383,3,"pir_cat"
"123","Prod_cost_disc",-1828400.1749702,-18360914.0303838,14704113.6804434,30903863.3783919,-62399972.3966182,58743172.0466779,3,"pir_cat"
"124","Admin_costs",171930213.327235,166176919.804722,177683506.849747,9228112.05536922,153843113.698711,190017312.955758,3,"pir_cat"
"125","Total_cost_health",802295385.769035,622751582.871786,981839188.666283,333046490.996147,149524263.416587,1455066508.12148,3,"pir_cat"
"126","Total_cost_societ",800466985.594064,604390668.841403,996543302.346726,361706289.632309,91522657.9147386,1509411313.27339,3,"pir_cat"
"127","SEQN",0,0,0,0,0,0,2,"pir_cat"
"128","Incident First CVD",0,0,0,0,0,0,2,"pir_cat"
"129","Incident Recurrent CVD",-6094.1386404,-11883.57034878,-304.706932019999,11055.6962518399,-27763.3032940062,15575.0260132062,2,"pir_cat"
"130","Incident CVD",-6094.1386404,-11883.57034878,-304.706932019999,11055.6962518399,-27763.3032940062,15575.0260132062,2,"pir_cat"
"131","Life Years",0,0,0,0,0,0,2,"pir_cat"
"132","effect_disc",1249.38208774191,-279.81492685451,2778.57910233832,2818.83651209706,-4275.53747596834,6774.30165145215,2,"pir_cat"
"133","HCE_disc",-267754674.31032,-271027543.210515,-264481805.410124,94773679.8125547,-453511086.742927,-81998261.8777128,2,"pir_cat"
"134","Prod_cost",2739821.14443005,-6732906.1307311,12212548.4195912,16889939.7269244,-30364460.7203417,35844103.0092018,2,"pir_cat"
"135","Food_cost",1002175089.98151,971743981.113418,1032606198.8496,48864556.5041823,906400559.233313,1097949620.72971,2,"pir_cat"
"136","Food_cost_disc",945918697.196264,917634034.430487,974203359.962041,45444566.7169882,856847346.430967,1034990047.96156,2,"pir_cat"
"137","Prod_cost_disc",2337919.57929465,-6170033.13320381,10845872.2917931,15171150.8134339,-27397536.0150359,32073375.1736252,2,"pir_cat"
"138","Admin_costs",202356670.636964,196875890.882949,207837450.390979,8830565.71466981,185048761.836211,219664579.437717,2,"pir_cat"
"139","Total_cost_health",880520693.522907,843482382.10292,917559004.942895,106150362.299928,672465983.415048,1088575403.63077,2,"pir_cat"
"140","Total_cost_societ",882858613.102202,837312348.969716,928404877.234689,113721243.430352,659964975.978712,1105752250.22569,2,"pir_cat"
"141","SEQN",0,0,0,0,0,0,1,"pir_cat"
"142","Incident First CVD",-1273.938583,-2484.18023685,-63.6969291499998,2543.77352413593,-6259.73469030641,3711.85752430641,1,"pir_cat"
"143","Incident Recurrent CVD",0,0,0,0,0,0,1,"pir_cat"
"144","Incident CVD",-1273.938583,-2484.18023685,-63.6969291499998,2543.77352413593,-6259.73469030641,3711.85752430641,1,"pir_cat"
"145","Life Years",-2953.4568334,-7503.68307399,1596.76940719,10124.1453060217,-22796.7816332025,16889.8679664025,1,"pir_cat"
"146","effect_disc",-1637.83919404148,-4545.12887156041,1269.45048347745,6577.61861123352,-14529.9716720592,11254.2932839762,1,"pir_cat"
"147","HCE_disc",-90003571.328931,-150072918.423879,-29934224.2339829,140882092.974788,-366132473.559516,186125330.901654,1,"pir_cat"
"148","Prod_cost",-27879277.3652945,-54364590.8623242,-1393963.86826472,55668749.3261032,-136990026.044457,81231471.3138678,1,"pir_cat"
"149","Food_cost",313318906.607936,307252401.819342,319385411.396529,10139912.4831613,293444678.14094,333193135.074932,1,"pir_cat"
"150","Food_cost_disc",295732113.935245,289951975.757807,301512252.112683,9614978.14692246,276886756.767277,314577471.103213,1,"pir_cat"
"151","Prod_cost_disc",-25852236.2364172,-50411860.6610135,-1292611.81182085,51621196.6224006,-127029781.616322,75325309.143488,1,"pir_cat"
"152","Admin_costs",63274875.6963272,61990784.8038175,64558966.5888369,2078815.54367444,59200397.2307253,67349354.1619291,1,"pir_cat"
"153","Total_cost_health",269003418.302641,215998300.277641,322008536.327642,136131430.866041,2185813.80520071,535821022.800082,1,"pir_cat"
"154","Total_cost_societ",243151182.066224,165586439.616627,320715924.51582,186945366.778087,-123261736.818827,609564100.951275,1,"pir_cat"
"155","SEQN",0,0,0,0,0,0,4,"edu"
"156","Incident First CVD",0,0,0,0,0,0,4,"edu"
"157","Incident Recurrent CVD",-6094.1386404,-11883.57034878,-304.706932019999,11849.5501964905,-29319.2570255213,17130.9797447213,4,"edu"
"158","Incident CVD",-6094.1386404,-11883.57034878,-304.706932019999,11849.5501964905,-29319.2570255213,17130.9797447213,4,"edu"
"159","Life Years",0,0,0,0,0,0,4,"edu"
"160","effect_disc",1429.53157786907,71.4765788934531,2787.58657684468,2779.60630516865,-4018.49678026149,6877.55993599963,4,"edu"
"161","HCE_disc",-86789319.0983858,-100031977.717921,-73546660.4788506,52618994.4503051,-189922548.220984,16343910.0242123,4,"edu"
"162","Prod_cost",6355556.50651037,317777.825325517,12393335.1876952,12357855.686326,-17865840.6386886,30576953.6517094,4,"edu"
"163","Food_cost",668022892.454771,652096722.911716,683949061.997826,30617858.3207871,608011890.146028,728033894.763513,4,"edu"
"164","Food_cost_disc",630674340.282168,615862416.639399,645486263.924937,28509706.9795698,574795314.602211,686553365.962125,4,"edu"
"165","Prod_cost_disc",5646829.63833072,282341.481916535,11011317.7947449,10979794.7173119,-15873568.0076005,27167227.284262,4,"edu"
"166","Admin_costs",135059158.106877,132230352.294536,137887963.919217,5510869.06187904,124257854.745594,145860461.468159,4,"edu"
"167","Total_cost_health",678944179.290659,674546108.455084,683342250.126233,64611987.308124,552304684.166735,805583674.414582,4,"edu"
"168","Total_cost_societ",684591008.92899,674828449.937001,694353567.920978,59111793.0577612,568731894.535778,800450123.322202,4,"edu"
"169","SEQN",0,0,0,0,0,0,3,"edu"
"170","Incident First CVD",-1273.938583,-2484.18023685,-63.6969291499998,2639.01685916469,-6446.4116269628,3898.5344609628,3,"edu"
"171","Incident Recurrent CVD",0,0,0,0,0,0,3,"edu"
"172","Incident CVD",-1273.938583,-2484.18023685,-63.6969291499998,2639.01685916469,-6446.4116269628,3898.5344609628,3,"edu"
"173","Life Years",-5095.754332,-9936.7209474,-254.787716599999,10556.0674366588,-25785.6465078512,15594.1378438512,3,"edu"
"174","effect_disc",-3293.60053157209,-6422.52103656558,-164.680026578604,6822.8307440882,-16666.348789985,10079.1477268408,3,"edu"
"175","HCE_disc",-265411224.366696,-324137308.922298,-206685139.811095,144395198.522527,-548425813.470849,17603364.7374568,3,"edu"
"176","Prod_cost",-27879277.3652945,-54364590.8623242,-1393963.86826472,57753084.7798656,-141075323.533831,85316768.803242,3,"edu"
"177","Food_cost",408756183.416934,396759689.925433,420752676.908435,19837784.8850605,369874125.042215,447638241.791653,3,"edu"
"178","Food_cost_disc",385850549.451285,374552922.025435,397148176.877135,18634388.048125,349327148.87696,422373950.02561,3,"edu"
"179","Prod_cost_disc",-25852236.2364172,-50411860.6610135,-1292611.81182085,53553984.6154525,-130818046.082704,79113573.6098697,3,"edu"
"180","Admin_costs",82627484.8910377,80289334.0686654,84965635.7134101,3796646.63279306,75186057.4907633,90068912.2913121,3,"edu"
"181","Total_cost_health",203066809.975626,157976503.668247,248157116.283006,133081905.374397,-57773724.5581921,463907344.509445,3,"edu"
"182","Total_cost_societ",177214573.739209,107564643.007233,246864504.471185,182461694.650941,-180410347.776635,534839495.255054,3,"edu"
"183","SEQN",0,0,0,0,0,0,5,"edu"
"184","Incident First CVD",0,0,0,0,0,0,5,"edu"
"185","Incident Recurrent CVD",0,0,0,0,0,0,5,"edu"
"186","Incident CVD",0,0,0,0,0,0,5,"edu"
"187","Life Years",0,0,0,0,0,0,5,"edu"
"188","effect_disc",456.466926099323,-638.343528194863,1551.27738039351,1941.82349013462,-3349.50711456452,4262.44096676317,5,"edu"
"189","HCE_disc",-179150985.785888,-336622338.014071,-21679633.5577043,301624990.818435,-770335967.790021,412033996.218246,5,"edu"
"190","Prod_cost",-5258365.44177537,-25950394.3023257,15433663.4187749,35291334.2528926,-74429380.5774449,63912649.6938941,5,"edu"
"191","Food_cost",909543435.21423,875932504.076434,943154366.352026,54441738.2954121,802837628.155222,1016249242.27324,5,"edu"
"192","Food_cost_disc",858346425.149857,826761747.837917,889931102.461797,51102335.3062152,758185847.949675,958507002.350039,5,"edu"
"193","Prod_cost_disc",-5137310.23400628,-24813288.6455041,14538668.1774916,33582103.8113484,-70958233.7042492,60683613.2362366,5,"edu"
"194","Admin_costs",183602389.373483,177270329.123024,189934449.623943,10130353.530737,163746896.453239,203457882.293728,5,"edu"
"195","Total_cost_health",862797828.737452,667409738.946869,1058185918.52803,347550283.823071,181599272.444232,1543996385.03067,5,"edu"
"196","Total_cost_societ",857660518.503446,642596450.301365,1072724586.70553,378424093.546401,115949295.1525,1599371741.85439,5,"edu"
"197","SEQN",0,0,0,0,0,0,2,"edu"
"198","Incident First CVD",0,0,0,0,0,0,2,"edu"
"199","Incident Recurrent CVD",0,0,0,0,0,0,2,"edu"
"200","Incident CVD",0,0,0,0,0,0,2,"edu"
"201","Life Years",2142.2974986,1851.55712379,2433.03787341,2496.98892585431,-2751.80079607445,7036.39579327445,2,"edu"
"202","effect_disc",1655.76133753061,1434.13051005605,1877.39216500517,1928.44496380743,-2123.99079153194,5435.51346659317,2,"edu"
"203","HCE_disc",5962938.98667942,1064984.64987724,10860893.3234816,16741367.6626276,-26850141.6320706,38776019.6054295,2,"edu"
"204","Prod_cost",0,0,0,0,0,0,2,"edu"
"205","Food_cost",134713743.619137,130808075.806014,138619411.432261,6457741.86815443,122056569.557555,147370917.68072,2,"edu"
"206","Food_cost_disc",127121684.551342,123465583.870615,130777785.232069,6039170.61727914,115284910.141475,138958458.961209,2,"edu"
"207","Prod_cost_disc",0,0,0,0,0,0,2,"edu"
"208","Admin_costs",27140795.7173982,26384025.1784882,27897566.2563082,1245640.56786823,24699340.2043765,29582251.2304199,2,"edu"
"209","Total_cost_health",160225419.25542,150914593.698981,169536244.811859,21082624.9811715,118903474.292324,201547364.218516,2,"edu"
"210","Total_cost_societ",160225419.25542,150914593.69898,169536244.811859,21082624.9811718,118903474.292323,201547364.218517,2,"edu"
"211","SEQN",0,0,0,0,0,0,1,"edu"
"212","Incident First CVD",0,0,0,0,0,0,1,"edu"
"213","Incident Recurrent CVD",0,0,0,0,0,0,1,"edu"
"214","Incident CVD",0,0,0,0,0,0,1,"edu"
"215","Life Years",0,0,0,0,0,0,1,"edu"
"216","effect_disc",0,0,0,0,0,0,1,"edu"
"217","HCE_disc",-5110776.82613807,-7076832.79270017,-3144720.85957597,3578237.07372288,-12124121.4906349,1902567.83835877,1,"edu"
"218","Prod_cost",0,0,0,0,0,0,1,"edu"
"219","Food_cost",45311481.153958,43944602.7081524,46678359.5997637,2375449.27636462,40655600.5722834,49967361.7356327,1,"edu"
"220","Food_cost_disc",42764105.5898341,41490109.9512089,44038101.2284593,2211841.56446541,38428896.1234819,47099315.0561863,1,"edu"
"221","Prod_cost_disc",0,0,0,0,0,0,1,"edu"
"222","Admin_costs",9131931.57172977,8869554.82677404,9394308.31668551,454311.15688521,8241481.70423476,10022381.4392248,1,"edu"
"223","Total_cost_health",46785260.3354258,46355576.7524447,47214943.9184069,1430452.10561349,43981574.2084234,49588946.4624282,1,"edu"
"224","Total_cost_societ",46785260.3354258,46355576.7524447,47214943.9184069,1430452.10561349,43981574.2084234,49588946.4624282,1,"edu"
