"","Outcome","mean","LL","UL","se","LL2","UL2","cat","catvar"
"37","Food_cost",3216645676.229,3097773375.72693,3335517976.73107,294041315.62031,2640324697.61319,3792966654.84481,1,"Female"
"38","Food_cost_disc",2749396901.36081,2656505453.43224,2842288349.28937,217588003.499274,2322924414.50223,3175869388.21938,1,"Female"
"39","Prod_cost_disc",-10839891799.0108,-10949275901.0802,-10730507696.9413,4999701892.44488,-20639307508.2027,-1040476089.81881,1,"Female"
"40","Admin_costs",0,0,0,0,0,0,1,"Female"
"41","Total_cost_health",-51972083800.5327,-57604315330.5009,-46339852270.5645,18444987702.362,-88124259697.1622,-15819907903.9032,1,"Female"
"42","Total_cost_societ",-62811975599.5435,-68553591231.5812,-57070359967.5058,22041986116.4965,-106014268387.877,-19609682811.2104,1,"Female"
"43","SEQN",0,0,0,0,0,0,0,"Female"
"44","Incident First CVD",-176349.8712887,-214440.145538495,-138259.597038905,98504.7983061646,-369419.275968783,16719.5333913826,0,"Female"
"45","Incident Recurrent CVD",-486692.3613442,-633445.16805448,-339939.55463392,290450.258108264,-1055974.8672364,82590.1445479979,0,"Female"
"46","Incident CVD",-663042.2326329,-847885.313592975,-478199.151672825,349633.824496804,-1348324.52864663,22240.0633808347,0,"Female"
"47","Life Years",-543789.978947399,-2005896.06534722,918316.107452421,4009183.60646666,-8401789.84762206,7314209.88972726,0,"Female"
"48","effect_disc",-147333.665654092,-469991.003572826,175323.672264642,1211095.57783474,-2521080.99821017,2226413.66690199,0,"Female"
"49","HCE_disc",-48955735138.1837,-57210988912.1401,-40700481364.2273,16249025516.4638,-80803825150.4527,-17107645125.9147,0,"Female"
"50","Prod_cost",-15182453380.8375,-28877514851.3996,-1487391910.27535,21686876543.9161,-57688731406.913,27323824645.2381,0,"Female"
"51","Food_cost",2206649230.28456,2194309074.14442,2218989386.4247,154138049.76712,1904538652.741,2508759807.82811,0,"Female"
"52","Food_cost_disc",1909198994.62388,1892525779.25566,1925872209.99209,118126895.41433,1677670279.61179,2140727709.63596,0,"Female"
"53","Prod_cost_disc",-7667794300.42858,-13778265788.1032,-1557322812.754,9624299267.36905,-26531420864.4719,11195832263.6147,0,"Female"
"54","Admin_costs",0,0,0,0,0,0,0,"Female"
"55","Total_cost_health",-47046536143.5598,-55285116702.148,-38807955584.9717,16235508876.7111,-78868133541.9137,-15224938745.206,0,"Female"
"56","Total_cost_societ",-54714330443.9884,-69063382490.2512,-40365278397.7257,24888530750.4224,-103495850714.816,-5932810173.16055,0,"Female"
"57","SEQN",0,0,0,0,0,0,4,"Race"
"58","Incident First CVD",-72639.3395518,-89788.88071268,-55489.79839092,44967.6184337715,-160775.871681992,15497.1925783921,4,"Race"
"59","Incident Recurrent CVD",-9905.8247852,-22247.8996154,2436.250045,33916.1646508384,-76381.5075008433,56569.8579304433,4,"Race"
"60","Incident CVD",-82545.164337,-87352.63066768,-77737.69800632,57665.425956459,-195569.39921166,30479.0705376597,4,"Race"
"61","Life Years",292952.3674295,127866.778392475,458037.956466525,1218922.17986186,-2096135.10509974,2682039.83995874,4,"Race"
"62","effect_disc",59177.9004998032,-49529.1993158557,167885.000315462,475803.513713297,-873396.986378258,991752.787377865,4,"Race"
"63","HCE_disc",-8600598365.04473,-16367050284.4264,-834146445.66302,14539941801.7135,-37098884296.4032,19897687566.3138,4,"Race"
"64","Prod_cost",-4547830419.57622,-5766182738.05858,-3329478101.09387,4243875597.0197,-12865826589.7348,3770165750.58238,4,"Race"
"65","Food_cost",542590504.950014,518093810.783281,567087199.116746,78548225.469129,388635983.030521,696545026.869506,4,"Race"
"66","Food_cost_disc",452045395.608492,433126411.881946,470964379.335038,57895802.0886557,338569623.514726,565521167.702257,4,"Race"
"67","Prod_cost_disc",-2162473547.03521,-3192084574.52779,-1132862519.54263,2748995127.96855,-7550503997.85358,3225556903.78315,4,"Race"
"68","Admin_costs",0,0,0,0,0,0,4,"Race"
"69","Total_cost_health",-8148552969.43625,-15896085905.0914,-401020033.781078,14511961215.3591,-36591996951.5401,20294891012.6676,4,"Race"
"70","Total_cost_societ",-10311026516.4715,-19088170479.6192,-1533882553.32371,17001811770.7189,-43634577587.0805,23012524554.1376,4,"Race"
"71","SEQN",0,0,0,0,0,0,3,"Race"
"72","Incident First CVD",-111546.5275947,-176966.517121485,-46126.538067915,113942.209862718,-334873.258925627,111780.203736227,3,"Race"
"73","Incident Recurrent CVD",-114081.0238917,-166606.571714985,-61555.476068415,93583.2463812501,-297504.18679895,69342.1390155502,3,"Race"
"74","Incident CVD",-225627.5514864,-343573.08883647,-107682.01413633,200070.985201465,-617766.682481271,166511.579508471,3,"Race"
"75","Life Years",-7468.5073107999,-961422.102862021,946485.088240421,2044587.22727086,-4014859.47276168,3999922.45814008,3,"Race"
"76","effect_disc",-64617.0735903742,-413327.007008337,284092.859827588,692008.231709833,-1420953.20774165,1291719.0605609,3,"Race"
"77","HCE_disc",-24032594293.6974,-28132414250.6189,-19932774336.7759,7603001508.49237,-38934477250.3424,-9130711337.05236,3,"Race"
"78","Prod_cost",-7669710562.23469,-12051637699.9765,-3287783424.4929,8002759998.24254,-23355120158.7901,8015699034.3207,3,"Race"
"79","Food_cost",1153250600.05369,1130387516.99105,1176113683.11634,85892982.8022103,984900353.761363,1321600846.34603,3,"Race"
"80","Food_cost_disc",996745168.595473,970264405.096006,1023225932.09494,69641047.6028149,860248715.293956,1133241621.89699,3,"Race"
"81","Prod_cost_disc",-3588134769.41224,-5246439926.58983,-1929829612.23466,3123848846.02439,-9710878507.62006,2534608968.79557,3,"Race"
"82","Admin_costs",0,0,0,0,0,0,3,"Race"
"83","Total_cost_health",-23035849125.1019,-27109188318.5239,-18962509931.6799,7584161464.87237,-37900805596.2518,-8170892653.95209,3,"Race"
"84","Total_cost_societ",-26623983894.5142,-32355628245.1138,-20892339543.9146,10520758418.9766,-47244670395.7083,-6003297393.32,3,"Race"
"85","SEQN",0,0,0,0,0,0,2,"Race"
"86","Incident First CVD",-51134.2576914,-81229.90516293,-21038.61021987,52483.0626995585,-154001.060582535,51732.5451997347,2,"Race"
"87","Incident Recurrent CVD",-31730.7187964,-35760.56120892,-27700.87638388,19813.0286116271,-70564.2548751891,7102.81728238908,2,"Race"
"88","Incident CVD",-82864.9764878,-116990.46637185,-48739.48660375,63716.0806221079,-207748.494507132,42018.5415315316,2,"Race"
"89","Life Years",862926.733414,290243.640925149,1435609.82590285,1279369.38225313,-1644637.25580213,3370490.72263013,2,"Race"
"90","effect_disc",389570.479904017,231984.656249631,547156.303558403,362855.730080271,-321626.751053314,1100767.71086135,2,"Race"
"91","HCE_disc",-8395764497.98361,-9676759255.81385,-7114769740.15337,4509735206.65011,-17234845503.0178,443316507.050615,2,"Race"
"92","Prod_cost",-1668906203.30963,-3851457710.15575,513645303.536494,3974628912.0967,-9459178871.01917,6121366464.39991,2,"Race"
"93","Food_cost",761784357.37867,680221969.809575,843346744.947765,131588615.60621,503870670.790499,1019698043.96684,2,"Race"
"94","Food_cost_disc",660858132.166488,601802493.501876,719913770.8311,96118374.2703326,472466118.596636,849250145.73634,2,"Race"
"95","Prod_cost_disc",-832364837.411476,-1531769316.35621,-132960358.46674,1481428755.13287,-3735965197.4719,2071235522.64894,2,"Race"
"96","Admin_costs",0,0,0,0,0,0,2,"Race"
"97","Total_cost_health",-7734906365.81712,-9074956762.31197,-6394855969.32227,4556642788.36094,-16665926231.0046,1196113499.37031,2,"Race"
"98","Total_cost_societ",-8567271203.2286,-10606726078.6682,-6527816327.78901,5808829598.67995,-19952577216.6413,2818034810.1841,2,"Race"
"99","SEQN",0,0,0,0,0,0,1,"Race"
"100","Incident First CVD",-269979.6701191,-309861.573148155,-230097.767090045,113087.167142213,-491630.517717837,-48328.8225203634,1,"Race"
"101","Incident Recurrent CVD",-489362.1590903,-595013.000387795,-383711.317792805,247132.340747659,-973741.546955712,-4982.77122488813,1,"Race"
"102","Incident CVD",-759341.8292094,-904874.57353595,-613809.08488285,284193.772017511,-1316361.62236372,-202322.036055078,1,"Race"
"103","Life Years",-203196.7253113,-1997068.58488726,1590675.13426466,4086933.37489502,-8213586.14010553,7807192.68948293,1,"Race"
"104","effect_disc",-27556.1451705196,-376572.118254071,321459.827913032,1310742.72466887,-2596611.8855215,2541499.59518046,1,"Race"
"105","HCE_disc",-62648258683.3515,-66043358316.7317,-59253159049.9712,16364997973.6232,-94723654711.653,-30572862655.0499,1,"Race"
"106","Prod_cost",-19798166736.1173,-27704586702.4581,-11891746769.7765,16192963408.1597,-51536375016.1103,11940041543.8756,1,"Race"
"107","Food_cost",2965669444.13118,2963379152.28744,2967959735.97491,209329525.279775,2555383574.58282,3375955313.67954,1,"Race"
"108","Food_cost_disc",2548947199.61423,2543837922.20807,2554056477.02038,149442003.169132,2256040873.40273,2841853525.82573,1,"Race"
"109","Prod_cost_disc",-11924712945.5804,-16156056829.599,-7693369061.56181,8249512247.03611,-28093756949.7712,4244331058.61035,1,"Race"
"110","Admin_costs",0,0,0,0,0,0,1,"Race"
"111","Total_cost_health",-60099311483.7372,-63489301839.7113,-56709321127.7632,16397028246.8278,-92237486847.5197,-27961136119.9548,1,"Race"
"112","Total_cost_societ",-72024024429.3177,-79645358669.3103,-64402690189.325,22197743554.4198,-115531601795.98,-28516447062.6548,1,"Race"
"113","SEQN",0,0,0,0,0,0,1,"pir_cat"
"114","Incident First CVD",-91935.0206207,-98277.700759345,-85592.340482055,47437.5985629003,-184912.713803985,1042.67256258453,1,"pir_cat"
"115","Incident Recurrent CVD",-110396.326022,-117863.95091718,-102928.70112682,56458.7569066304,-221055.489558996,262.837514995611,1,"pir_cat"
"116","Incident CVD",-202331.3466427,-203456.291399235,-201206.401886165,78133.6851804455,-355473.369596373,-49189.3236890269,1,"pir_cat"
"117","Life Years",845621.5515898,723287.57737712,967955.52580248,1041493.36027331,-1195705.43454589,2886948.53772549,1,"pir_cat"
"118","effect_disc",312270.26208655,210972.333345339,413568.190827761,450354.26314692,-570424.093681413,1194964.61785451,1,"pir_cat"
"119","HCE_disc",-19165719705.1798,-25294563328.3482,-13036876082.0113,13509448597.299,-45644238955.8859,7312799545.52632,1,"pir_cat"
"120","Prod_cost",-7954257665.23621,-10025031253.9355,-5883484076.53688,5836688439.83499,-19394167007.3128,3485651676.84038,1,"pir_cat"
"121","Food_cost",947779531.938484,924159280.192568,971399783.684401,75684047.4019188,799438799.030723,1096120264.84625,1,"pir_cat"
"122","Food_cost_disc",814005663.70301,789284781.487316,838726545.918704,58999630.6253287,698366387.677366,929644939.728654,1,"pir_cat"
"123","Prod_cost_disc",-4205789747.12062,-5620137133.53013,-2791442360.7111,3593987348.0784,-11250004949.3543,2838425455.11304,1,"pir_cat"
"124","Admin_costs",0,0,0,0,0,0,1,"pir_cat"
"125","Total_cost_health",-18351714041.4768,-24455836782.4295,-12247591300.524,13478301135.5271,-44769184267.1099,8065756184.15635,1,"pir_cat"
"126","Total_cost_societ",-22557503788.5974,-30075973915.9597,-15039033661.2351,16802423281.0093,-55490253419.3756,10375245842.1809,1,"pir_cat"
"127","SEQN",0,0,0,0,0,0,2,"pir_cat"
"128","Incident First CVD",-200664.2530413,-202294.898786335,-199033.607296265,55164.301575251,-308786.284128792,-92542.2219538081,2,"pir_cat"
"129","Incident Recurrent CVD",-342514.959554,-414384.60242093,-270645.31668707,205803.71694443,-745890.244765082,60860.3256570823,2,"pir_cat"
"130","Incident CVD",-543179.2125953,-616679.501207265,-469678.923983335,208145.325160335,-951144.049909557,-135214.375281043,2,"pir_cat"
"131","Life Years",-1121939.9487494,-2870669.534032,626789.636533201,3023526.70292316,-7048052.28647878,4804172.38897999,2,"pir_cat"
"132","effect_disc",-257230.505012167,-676066.489487372,161605.479463037,814047.658838633,-1852763.91633589,1338302.90631155,2,"pir_cat"
"133","HCE_disc",-44129041779.8276,-44290890705.7728,-43967192853.8825,9466221593.61646,-62682836103.3159,-25575247456.3394,2,"pir_cat"
"134","Prod_cost",-16997177157.713,-18785402156.162,-15208952159.264,6948304487.78214,-30615853953.766,-3378500361.65998,2,"pir_cat"
"135","Food_cost",1840535671.64943,1753798325.05267,1927273018.2462,177748836.170274,1492147952.7557,2188923390.54317,2,"pir_cat"
"136","Food_cost_disc",1595406404.21991,1530454733.08775,1660358075.35208,130986468.498639,1338672925.96258,1852139882.47725,2,"pir_cat"
"137","Prod_cost_disc",-7187740322.44621,-8696588690.64937,-5678891954.24306,3712956561.95829,-14465135183.8845,89654538.9920325,2,"pir_cat"
"138","Admin_costs",0,0,0,0,0,0,2,"pir_cat"
"139","Total_cost_health",-42533635375.6077,-42760435972.6851,-42306834778.5304,9476547922.00098,-61107669302.7297,-23959601448.4858,2,"pir_cat"
"140","Total_cost_societ",-49721375698.0539,-51003423469.1797,-48439327926.9281,11944324845.8924,-73132252396.0031,-26310499000.1048,2,"pir_cat"
"141","SEQN",0,0,0,0,0,0,3,"pir_cat"
"142","Incident First CVD",-212700.521295,-297082.98165651,-128318.06093349,155973.733435862,-518409.03882929,93007.9962392898,3,"pir_cat"
"143","Incident Recurrent CVD",-192168.4409876,-269570.89489391,-114765.98708129,160517.249311045,-506782.249637249,122445.367662049,3,"pir_cat"
"144","Incident CVD",-404868.9622826,-566653.87655042,-243084.04801478,290561.571230074,-974369.641893545,164631.717328345,3,"pir_cat"
"145","Life Years",1221532.265381,928155.65143634,1514908.87932566,3283871.82242664,-5214856.50657522,7657921.03733722,3,"pir_cat"
"146","effect_disc",301535.404568544,33182.1123388667,569888.696798221,1219143.81296189,-2087986.46883675,2691057.27797384,3,"pir_cat"
"147","HCE_disc",-40382454355.0698,-48395836409.6997,-32369072300.4399,18166445416.8774,-75988687372.1495,-4776221337.99011,3,"pir_cat"
"148","Prod_cost",-8733179098.28869,-16198328426.8592,-1268029769.71819,14428264175.1127,-37012576881.5096,19546218684.9322,3,"pir_cat"
"149","Food_cost",2634979702.92564,2614124844.62611,2655834561.22517,231375036.727267,2181484630.9402,3088474774.91109,3,"pir_cat"
"150","Food_cost_disc",2249183828.06176,2229291718.11284,2269075938.01068,170271011.779477,1915452644.97398,2582915011.14953,3,"pir_cat"
"151","Prod_cost_disc",-7114156029.87252,-10410815865.0039,-3817496194.74115,6613849284.73804,-20077300627.9591,5848988568.21403,3,"pir_cat"
"152","Admin_costs",0,0,0,0,0,0,3,"pir_cat"
"153","Total_cost_health",-38133270527.008,-46126760471.689,-30139780582.3271,18184471276.8424,-73774834229.619,-2491706824.39703,3,"pir_cat"
"154","Total_cost_societ",-45247426556.8806,-56537576336.6929,-33957276777.0682,23929885928.1092,-92150002975.9745,1655149862.21342,3,"pir_cat"
"155","SEQN",0,0,0,0,0,0,4,"edu"
"156","Incident First CVD",-265568.6691321,-274110.863405325,-257026.474858875,81658.2079293371,-425618.756673601,-105518.581590599,4,"edu"
"157","Incident Recurrent CVD",-302476.6012684,-355849.27386747,-249103.92866933,197542.226082749,-689659.364390588,84706.1618537882,4,"edu"
"158","Incident CVD",-568045.2704005,-612875.748726345,-523214.792074655,226266.069294192,-1011526.76621712,-124563.774583884,4,"edu"
"159","Life Years",-1085396.3663686,-1719621.1933205,-451171.539416701,2213133.91351688,-5423138.83686169,3252346.10412449,4,"edu"
"160","effect_disc",-506244.034812405,-710877.061377499,-301611.008247311,838283.125419834,-2149278.96063528,1136790.89101047,4,"edu"
"161","HCE_disc",-55328808689.7108,-58725085409.5998,-51932531969.8218,13255876521.4486,-81310326671.75,-29347290707.6716,4,"edu"
"162","Prod_cost",-23015653087.9992,-25588698421.9059,-20442607754.0924,8112351773.55626,-38915862564.1694,-7115443611.8289,4,"edu"
"163","Food_cost",2195175820.27185,2177577805.64131,2212773834.9024,126044445.251113,1948128707.57967,2442222932.96404,4,"edu"
"164","Food_cost_disc",1904728738.03661,1902438304.39825,1907019171.67497,89759958.8287,1728799218.73236,2080658257.34086,4,"edu"
"165","Prod_cost_disc",-11676976558.4429,-12077683139.4797,-11276269977.4061,3673109020.63207,-18876270238.8818,-4477682878.00408,4,"edu"
"166","Admin_costs",0,0,0,0,0,0,4,"edu"
"167","Total_cost_health",-53424079951.6742,-56822647105.2015,-50025512798.1468,13269167048.5414,-79431647366.8153,-27416512536.5331,4,"edu"
"168","Total_cost_societ",-65101056510.1171,-68900330244.6813,-61301782775.5529,16131508610.5159,-96718813386.7283,-33483299633.5059,4,"edu"
"169","SEQN",0,0,0,0,0,0,5,"edu"
"170","Incident First CVD",-85120.5378204,-86382.07263805,-83859.00300275,77696.9349065269,-237406.530237193,67165.4545963927,5,"edu"
"171","Incident Recurrent CVD",-127600.2550066,-164920.33004794,-90280.17996526,116849.804538177,-356625.871901428,101425.361888228,5,"edu"
"172","Incident CVD",-212720.792827,-248779.33305069,-176662.25260331,160332.115725431,-526971.739648844,101530.153994844,5,"edu"
"173","Life Years",1385900.841142,-739398.188816189,3511199.87110019,4122536.992324,-6694271.66381304,9466073.34609704,5,"edu"
"174","effect_disc",652220.410667266,10319.8672062852,1294120.95412825,1284008.64063746,-1864436.52498215,3168877.34631668,5,"edu"
"175","HCE_disc",-14504328263.2809,-17318898532.7175,-11689757993.8443,8590680604.35496,-31342062247.8166,2333405721.25483,5,"edu"
"176","Prod_cost",-328141745.217597,-3443009884.02952,2786726393.59433,9004569228.87456,-17977097433.8117,17320813943.3765,5,"edu"
"177","Food_cost",1397067545.30153,1370288933.74847,1423846156.8546,170175438.606054,1063523685.63367,1730611404.9694,5,"edu"
"178","Food_cost_disc",1183561337.4683,1179284501.92131,1187838173.0153,121590947.875764,945243079.631807,1421879595.3048,5,"edu"
"179","Prod_cost_disc",-1845934685.14112,-3032039495.69377,-659829874.588471,4147597235.98808,-9975225267.67775,6283355897.39551,5,"edu"
"180","Admin_costs",0,0,0,0,0,0,5,"edu"
"181","Total_cost_health",-13320766925.8126,-16131060359.7022,-10510473491.923,8599928833.80762,-30176627440.0755,3535093588.45035,5,"edu"
"182","Total_cost_societ",-15166701610.9537,-16790890234.2907,-13542512987.6167,10289120885.0606,-35333378545.6725,4999975323.76512,5,"edu"
"183","SEQN",0,0,0,0,0,0,1,"edu"
"184","Incident First CVD",-13381.4392868,-17139.63739725,-9623.24117635,19433.540681705,-51471.1790229419,24708.3004493419,1,"edu"
"185","Incident Recurrent CVD",-45560.112614,-57531.33315595,-33588.89207205,35503.2679282983,-115146.517753465,24026.2925254646,1,"edu"
"186","Incident CVD",-58941.5519008,-67154.5743323,-50728.5294693,36908.6607015685,-131282.526875874,13399.4230742743,1,"edu"
"187","Life Years",1670.46212440016,-316089.97419605,319430.89844485,574154.735595921,-1123672.81964361,1127013.74389241,1,"edu"
"188","effect_disc",13638.1494530117,-76274.9063327913,103551.205238815,186949.157479153,-352782.199206129,380058.498112152,1,"edu"
"189","HCE_disc",-4270342003.54148,-4953488533.70683,-3587195473.37614,2199644431.48484,-8581645089.25177,40961082.1688,1,"edu"
"190","Prod_cost",-1504163836.70466,-2545032135.09039,-463295538.318942,2234559467.97428,-5883900393.93425,2875572720.52492,1,"edu"
"191","Food_cost",218589379.999253,210324439.729699,226854320.268806,24358853.9278269,170846026.300712,266332733.697793,1,"edu"
"192","Food_cost_disc",189001257.533303,182774822.229141,195227692.837464,18064413.918169,153595006.253691,224407508.812914,1,"edu"
"193","Prod_cost_disc",-630435555.13647,-883282936.453687,-377588173.819252,824642335.789611,-2246734533.28411,985863423.011168,1,"edu"
"194","Admin_costs",0,0,0,0,0,0,1,"edu"
"195","Total_cost_health",-4081340746.00818,-4770713711.47769,-3391967780.53868,2196486077.39732,-8386453457.70692,223771965.69056,1,"edu"
"196","Total_cost_societ",-4711776301.14465,-5653996647.93138,-3769555954.35793,2923401302.38315,-10441642853.8156,1018090251.52632,1,"edu"
"197","SEQN",0,0,0,0,0,0,3,"edu"
"198","Incident First CVD",-84876.7692458,-152710.44719512,-17043.09129648,111012.514432068,-302461.297532653,132707.759041053,3,"edu"
"199","Incident Recurrent CVD",-93579.7456887,-122003.018393115,-65156.472984285,65635.459082759,-222225.245490908,35065.7541135077,3,"edu"
"200","Incident CVD",-178456.5149345,-274713.465588235,-82199.564280765,158300.584979626,-488725.661494566,131812.631625566,3,"edu"
"201","Life Years",539099.0905119,22412.5269870053,1055785.6540368,1652948.32134197,-2700679.61931836,3778877.80034216,3,"edu"
"202","effect_disc",204563.300834283,-231428.861409866,640555.463078431,827479.880212972,-1417297.26438314,1826423.86605171,3,"edu"
"203","HCE_disc",-19508885092.1966,-34975551431.2001,-4042218753.19304,25258237929.1569,-69015031433.3442,29997261248.951,3,"edu"
"204","Prod_cost",-3327688855.95885,-11666885582.4454,5011507870.52771,13552864404.0398,-29891303087.8768,23235925375.9591,3,"edu"
"205","Food_cost",1116245695.90244,1007383756.75984,1225107635.04503,185167026.778145,753318323.417272,1479173068.3876,3,"edu"
"206","Food_cost_disc",957367586.018791,878645416.390983,1036089755.6466,134405023.458286,693933740.040551,1220801431.99703,3,"edu"
"207","Prod_cost_disc",-1676267860.22763,-5794508392.43534,2441972671.98008,6882161035.05003,-15165303488.9257,11812767768.4704,3,"edu"
"208","Admin_costs",0,0,0,0,0,0,3,"edu"
"209","Total_cost_health",-18551517506.1778,-33939461675.5535,-3163573336.80206,25150240276.5391,-67845988448.1943,30742953435.8388,3,"edu"
"210","Total_cost_societ",-20227785366.4054,-39733970067.9889,-721600664.821982,31907957240.6016,-82767381557.9846,42311810825.1738,3,"edu"
"211","SEQN",0,0,0,0,0,0,2,"edu"
"212","Incident First CVD",-56352.3794719,-86920.018748195,-25784.740195605,56684.5573727149,-167454.111922421,54749.3529786211,2,"edu"
"213","Incident Recurrent CVD",-75863.0119859,-110522.684061085,-41203.339910715,56027.3300107199,-185676.578806911,33950.554835111,2,"edu"
"214","Incident CVD",-132215.3914578,-197442.70280928,-66988.08010632,107313.577573186,-342550.003501245,78119.2205856447,2,"edu"
"215","Life Years",103939.8408117,-878970.943343325,1086850.62496673,1821194.67410687,-3465601.72043777,3673481.40206117,2,"edu"
"216","effect_disc",-7602.66449922813,-458872.364562641,443667.035564185,803347.159274199,-1582163.09667666,1566957.7676782,2,"edu"
"217","HCE_disc",-10064851791.3475,-15472555723.6881,-4657147859.00688,9264252128.86836,-28222785963.9295,8093082381.2345,2,"edu"
"218","Prod_cost",-5508966395.35759,-8992963078.07039,-2024969712.6448,5976515655.1642,-17222937079.4794,6205004288.76424,2,"edu"
"219","Food_cost",496216465.038481,472950290.885901,519482639.191061,67343371.5678788,364223456.765438,628209473.311523,2,"edu"
"220","Food_cost_disc",423936976.927674,397334516.654227,450539437.201121,57442983.7743646,311348728.72992,536525225.125429,2,"edu"
"221","Prod_cost_disc",-2678071440.49119,-4247135649.82888,-1109007231.15351,2713637210.9135,-7996800373.88166,2640657492.89927,2,"edu"
"222","Admin_costs",0,0,0,0,0,0,2,"edu"
"223","Total_cost_health",-9640914814.41981,-15022016286.487,-4259813342.35265,9217865577.36823,-27707931346.0616,8426101717.22192,2,"edu"
"224","Total_cost_societ",-12318986254.911,-19269151936.3158,-5368820573.50616,11806522618.2145,-35459770586.6114,10821798076.7893,2,"edu"
